Observer,Date,Avistaje.ID,Taxon,Group,point,mean_ltime,mean_x_proj,mean_y_proj,mean_latitude,mean_longitude,mean_alt,speed_m_per_min,distance
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 21:00,2014-07-07T20:59:49Z,371963.1836,9930498.748,-0.62867174,-76.1506255,273.4521942,NA,0
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 21:15,2014-07-07T21:14:49Z,371959.1088,9930447.491,-0.629135374,-76.15066221,270.4480439,3.45153521,51.77302815
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 21:30,2014-07-07T21:29:49Z,371999.2496,9930380.324,-0.629743009,-76.15030166,266.602768,5.243456105,78.65184157
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 21:45,2014-07-07T21:44:49Z,371998.252,9930334.867,-0.630154194,-76.15031072,263.8990784,3.052266541,45.78399811
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 22:00,2014-07-07T21:59:49Z,371992.7104,9930332.436,-0.630176166,-76.15036052,264.0192413,0.403926422,6.058896325
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 22:15,2014-07-07T22:14:49Z,371963.7289,9930314.494,-0.630338408,-76.15062096,247.8570557,2.277104708,34.15657062
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 22:30,2014-07-07T22:29:49Z,371952.3825,9930308.51,-0.630392513,-76.15072293,243.5311432,0.856604227,12.84906341
Robyn Reeder,2014-07-07T05:00:00Z,AV25640,Lagothrix,Lagothrix D,7/7/2014 22:45,2014-07-07T22:44:49Z,371954.3616,9930302.436,-0.630447455,-76.15070516,243.2307129,0.428541158,6.428117369
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 11:15,2014-07-08T11:15:19Z,372023.0402,9930311.768,-0.630363178,-76.15008803,230.613383,NA,0
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 11:30,2014-07-08T11:29:49Z,372029.1905,9930302.45,-0.630447475,-76.15003278,234.3385468,0.747953913,11.21930869
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 11:45,2014-07-08T11:44:52Z,372100.1654,9930168.618,-0.631658194,-76.14939531,235.1796509,10.15435438,152.3153157
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 12:00,2014-07-08T12:00:12Z,372020.8413,9930298.535,-0.630482879,-76.15010781,225.806839,10.19981486,152.9972229
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 12:15,2014-07-08T12:15:12Z,372043.4601,9930304.24,-0.63043132,-76.14990456,235.7204437,1.556074539,23.34111809
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 12:30,2014-07-08T12:30:12Z,372038.6341,9930318.761,-0.630299955,-76.1499479,231.0339508,1.026568075,15.39852112
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 12:45,2014-07-08T12:45:01Z,372041.3872,9930319.961,-0.630289111,-76.14992316,236.8619537,0.20045317,3.006797543
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 13:00,2014-07-08T13:00:01Z,372069.9042,9930258.96,-0.630840944,-76.14966704,221.6611176,4.514854931,67.72282396
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 13:15,2014-07-08T13:15:01Z,372064.7224,9930263.253,-0.630802106,-76.14971359,224.0043182,0.449906081,6.748591216
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 13:30,2014-07-08T13:30:01Z,372062.5612,9930272.399,-0.630719375,-76.14973299,224.4249573,0.630628049,9.459420737
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 13:45,2014-07-08T13:45:01Z,372073.7898,9930262.327,-0.630810498,-76.14963212,232.0553589,1.008801169,15.13201753
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 14:00,2014-07-08T14:00:01Z,372099.9672,9930263.716,-0.630797989,-76.1493969,233.9179535,1.747989725,26.21984588
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 14:15,2014-07-08T14:15:01Z,372110.5945,9930321.28,-0.630277315,-76.14930129,231.5146485,3.928667706,58.93001559
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 14:30,2014-07-08T14:30:01Z,372107.1419,9930327.321,-0.630222662,-76.14933231,227.0686188,0.4663315,6.994972505
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 14:45,2014-07-08T14:45:01Z,372099.8231,9930335.068,-0.630152571,-76.14939805,228.630661,0.713178536,10.69767804
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 15:00,2014-07-08T15:00:01Z,372100.5734,9930331.996,-0.630180365,-76.14939132,234.0381165,0.212236719,3.183550792
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 15:15,2014-07-08T15:15:01Z,372107.9471,9930329.219,-0.630205501,-76.14932507,234.6389465,0.525832585,7.887488779
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 15:30,2014-07-08T15:30:01Z,372105.8475,9930332.72,-0.630173829,-76.14934393,239.6857605,0.273558869,4.103383031
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 15:45,2014-07-08T15:45:01Z,372105.5881,9930334.503,-0.630157694,-76.14934625,247.1961517,0.120981939,1.814729084
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 16:00,2014-07-08T16:00:01Z,372065.5303,9930412.235,-0.629454494,-76.14970604,251.5821686,5.861976041,87.92964061
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 16:15,2014-07-08T16:15:01Z,372093.7648,9930417.656,-0.629405514,-76.14945233,248.2175903,1.917521755,28.76282632
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 16:30,2014-07-08T16:30:01Z,372125.4777,9930474.422,-0.6288921,-76.14916726,244.6126099,4.358062005,65.37093008
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 16:45,2014-07-08T16:45:01Z,372100.6382,9930482.851,-0.628815813,-76.14939044,249.1789551,1.75026244,26.2539366
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 17:00,2014-07-08T17:00:01Z,372091.7365,9930500.67,-0.628654608,-76.14947039,254.1056366,1.335390284,20.03085426
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 17:15,2014-07-08T17:15:01Z,372053.5539,9930502.889,-0.628634461,-76.14981347,262.3368835,2.550360199,38.25540298
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 17:30,2014-07-08T17:30:01Z,372037.6578,9930484.206,-0.62880343,-76.14995634,261.9163208,1.642106921,24.63160381
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 17:45,2014-07-08T17:45:01Z,372036.6331,9930489.416,-0.628756301,-76.14996554,264.6801605,0.356352237,5.345283551
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 18:00,2014-07-08T18:00:01Z,372045.1248,9930486.925,-0.62877885,-76.14988924,266.9632873,0.590395192,8.855927887
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 18:15,2014-07-08T18:15:01Z,372053.2329,9930510.576,-0.628564934,-76.14981634,268.4051972,1.677185699,25.15778548
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 18:30,2014-07-08T18:30:01Z,372047.7003,9930508.303,-0.628585478,-76.14986606,267.9245759,0.399206439,5.988096588
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 18:45,2014-07-08T18:45:01Z,372049.804,9930508.453,-0.628584128,-76.14984715,268.4051972,0.140630001,2.109450018
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 19:00,2014-07-08T19:00:01Z,372028.9864,9930519.595,-0.628483301,-76.15003419,280.7821808,1.576800791,23.65201186
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 19:15,2014-07-08T19:15:01Z,372008.1802,9930533.922,-0.628353668,-76.15022111,277.7180023,1.688107647,25.3216147
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 19:30,2014-07-08T19:30:01Z,372016.5931,9930554.088,-0.628171266,-76.15014548,269.426651,1.465401148,21.98101721
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 19:45,2014-07-08T19:45:01Z,371962.7954,9930587.88,-0.627865496,-76.15062881,255.9682007,4.244276855,63.66415282
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 20:00,2014-07-08T20:00:01Z,371901.9605,9930558.142,-0.628134375,-76.1511755,249.1188049,4.521078893,67.81618339
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 20:15,2014-07-08T20:15:01Z,371904.3668,9930549.637,-0.628211311,-76.15115389,250.3204803,0.593049887,8.895748301
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 20:30,2014-07-08T20:30:01Z,371906.1666,9930545.175,-0.628251669,-76.15113773,251.9426727,0.322631404,4.839471053
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 20:45,2014-07-08T20:45:01Z,371839.202,9930536.636,-0.628328783,-76.15173945,255.8480225,4.501836113,67.5275417
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 21:00,2014-07-08T21:00:01Z,371822.1445,9930572.856,-0.628001114,-76.15189265,253.1443329,2.684351424,40.26527136
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 21:15,2014-07-08T21:15:01Z,371746.5455,9930578.604,-0.627948978,-76.15257193,264.1995392,5.055664986,75.83497479
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 21:30,2014-07-08T21:30:01Z,371752.555,9930577.661,-0.627957518,-76.15251794,260.5344238,0.405679508,6.085192614
Robyn Reeder,2014-07-08T05:00:00Z,AV25641,Lagothrix,Lagothrix D,7/8/2014 21:45,2014-07-08T21:43:46Z,371747.9073,9930583.309,-0.627906413,-76.15255969,261.6158854,0.489722755,7.345841322
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 13:00,2014-07-09T12:59:49Z,371416.4371,9930039.21,-0.632827373,-76.15553918,214.2709961,NA,0
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 13:15,2014-07-09T13:14:49Z,371394.2321,9930071.394,-0.632536216,-76.15573864,209.7648468,2.619102691,39.28654037
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 13:30,2014-07-09T13:29:49Z,371298.7223,9930047.431,-0.632752772,-76.15659688,208.2026978,6.568556105,98.52834158
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 13:45,2014-07-09T13:44:49Z,371290.0746,9930044.458,-0.632779648,-76.15667459,212.2882843,0.610190189,9.152852834
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 14:00,2014-07-09T13:59:49Z,371354.0958,9930171.55,-0.631630173,-76.15609908,227.3088837,9.539959988,143.0993998
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 14:15,2014-07-09T14:14:49Z,371358.1288,9930177.478,-0.631576563,-76.15606283,230.4331208,0.480263871,7.203958059
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 14:30,2014-07-09T14:29:49Z,371352.5419,9930267.099,-0.630765885,-76.15611285,227.3089142,6.027720942,90.41581414
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 14:45,2014-07-09T14:44:49Z,371351.4294,9930384.542,-0.629703564,-76.15612261,228.6307068,7.88413687,118.262053
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 15:00,2014-07-09T14:59:49Z,371383.1757,9930580.824,-0.627928169,-76.15583697,229.4718628,13.34516085,200.1774127
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 15:15,2014-07-09T15:14:49Z,371433.2701,9930579.866,-0.627936929,-76.15538685,239.9261322,3.340897968,50.11346953
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 15:30,2014-07-09T15:29:49Z,371436.7991,9930577.045,-0.627962452,-76.15535515,245.6339874,0.302044957,4.530674352
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 15:45,2014-07-09T15:44:49Z,371443.7092,9930575.988,-0.627972029,-76.15529306,245.8743134,0.466200237,6.993003555
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 16:00,2014-07-09T15:59:49Z,371458.197,9930597.688,-0.627775778,-76.15516283,246.7154541,1.747876184,26.21814275
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 16:15,2014-07-09T16:14:49Z,371460.91,9930583.823,-0.627901191,-76.15513848,248.9986572,0.948111591,14.22167387
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 16:30,2014-07-09T16:29:49Z,371469.2686,9930583.039,-0.627908306,-76.15506338,254.1056213,0.559829653,8.39744479
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 16:45,2014-07-09T16:44:49Z,371472.0733,9930580.259,-0.627933451,-76.15503818,259.4529877,0.264165505,3.962482579
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 17:00,2014-07-09T16:59:49Z,371469.7656,9930586.227,-0.627879471,-76.15505891,254.8866882,0.429106606,6.436599094
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 17:15,2014-07-09T17:14:49Z,371475.3579,9930586.68,-0.627875384,-76.15500866,253.9253693,0.374129693,5.611945402
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 17:30,2014-07-09T17:29:49Z,371467.1827,9930586.799,-0.627874284,-76.15508212,250.140213,0.545178485,8.177677271
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 17:45,2014-07-09T17:44:49Z,371494.7486,9930589.644,-0.627848605,-76.15483442,256.2686158,1.847979279,27.71968919
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 18:00,2014-07-09T17:59:49Z,371502.1419,9930586.066,-0.627880991,-76.15476799,258.7920685,0.548404402,8.226066033
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 18:15,2014-07-09T18:14:49Z,371503.216,9930580.544,-0.627930936,-76.15475835,259.4529877,0.377497031,5.662455468
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 18:30,2014-07-09T18:29:49Z,371504.8234,9930578.085,-0.627953181,-76.15474391,259.3928833,0.196810353,2.9521553
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 18:45,2014-07-09T18:44:49Z,371496.6175,9930590.958,-0.627836725,-76.15481762,262.57724,1.022804377,15.34206566
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 19:00,2014-07-09T18:59:49Z,371498.1191,9930591.806,-0.627829055,-76.15480413,266.4225311,0.115190916,1.727863733
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 19:15,2014-07-09T19:14:49Z,371476.4844,9930586.502,-0.627876998,-76.15499854,265.0406799,1.485904769,22.28857154
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 19:30,2014-07-09T19:29:49Z,371383.8323,9930589.76,-0.627847339,-76.15583105,252.5434723,6.181882527,92.72823791
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 19:45,2014-07-09T19:44:49Z,371272.8385,9930636.522,-0.627424134,-76.15682829,242.990387,8.039226089,120.5883913
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 20:00,2014-07-09T19:59:49Z,371342.9719,9930733.869,-0.626543721,-76.15619791,241.1879273,8.035756371,120.5363456
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 20:15,2014-07-09T20:14:49Z,371477.0113,9930777.711,-0.626147425,-76.15499342,244.9129791,9.409767207,141.1465081
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 20:30,2014-07-09T20:29:49Z,371514.7445,9930839.85,-0.625585419,-76.15465425,244.2521057,4.871421904,73.07132855
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 20:45,2014-07-09T20:44:49Z,371597.8107,9930856.87,-0.625431633,-76.15390783,242.7500763,5.655432471,84.83148707
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 21:00,2014-07-09T20:59:49Z,371621.2436,9930866.683,-0.62534292,-76.15369726,244.792862,1.695672816,25.43509224
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 21:15,2014-07-09T21:14:49Z,371623.3217,9930860.83,-0.625395863,-76.15367859,247.8570404,0.416592714,6.248890711
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 21:30,2014-07-09T21:29:49Z,371622.078,9930878.998,-0.625231523,-76.15368973,249.1789093,1.222414854,18.33622281
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 21:45,2014-07-09T21:44:49Z,371645.9103,9930913.122,-0.6249229,-76.15347552,252.363266,2.787968394,41.81952591
Robyn Reeder,2014-07-09T05:00:00Z,AV25642,Lagothrix,Lagothrix D,7/9/2014 22:00,2014-07-09T21:59:49Z,371640.5976,9930909.132,-0.624958985,-76.15352327,249.7797546,0.444128715,6.661930718
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 20:45,2014-07-15T20:45:18Z,371314.6122,9929834.453,-0.634679288,-76.15645453,236.1410116,NA,0
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 21:00,2014-07-15T20:59:48Z,371322.3838,9929838.202,-0.634645395,-76.15638469,229.1714173,0.57607416,8.641112394
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 21:15,2014-07-15T21:14:48Z,371325.6002,9929836.291,-0.634662684,-76.1563558,222.5623169,0.249896647,3.748449712
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 21:30,2014-07-15T21:29:48Z,371326.1055,9929828.775,-0.634730671,-76.15635127,223.1631927,0.505671751,7.585076265
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 21:45,2014-07-15T21:44:48Z,371320.3534,9929839.355,-0.63463496,-76.15640294,219.5582581,0.807165142,12.10747713
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 22:00,2014-07-15T21:59:48Z,371313.4923,9929845.106,-0.63458293,-76.15646457,218.4167481,0.598599917,8.978998748
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 22:15,2014-07-15T22:14:48Z,371315.3895,9929819.75,-0.63481229,-76.15644758,222.4421539,1.706815717,25.60223575
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 22:30,2014-07-15T22:29:48Z,371323.342,9929818.587,-0.634822819,-76.15637612,222.0816803,0.535982499,8.039737484
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 22:45,2014-07-15T22:44:48Z,371318.7897,9929839.849,-0.634630488,-76.15641699,223.1031036,1.459202738,21.88804107
Robyn Reeder,2014-07-15T05:00:00Z,AV25658,Lagothrix,Lagothrix D,7/15/2014 23:00,2014-07-15T22:59:48Z,371328.7038,9929842.767,-0.634604115,-76.1563279,225.0858917,0.689475863,10.34213795
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 11:45,2014-07-16T11:44:49Z,371362.6258,9929886.545,-0.634208186,-76.15602301,218.5969391,NA,0
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 12:00,2014-07-16T11:59:49Z,371266.896,9929951.646,-0.633619127,-76.15688305,225.1459198,7.735888823,116.0383323
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 12:15,2014-07-16T12:14:49Z,371145.8105,9930010.417,-0.633087273,-76.15797094,208.022461,8.986292867,134.794393
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 12:30,2014-07-16T12:29:49Z,371156.2849,9929969.014,-0.633461809,-76.1578769,211.3269958,2.865800545,42.98700817
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 12:45,2014-07-16T12:44:49Z,371031.7902,9929949.868,-0.633634739,-76.15899558,230.6734467,8.400156708,126.0023506
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 13:00,2014-07-16T12:59:49Z,371010.8443,9929946.029,-0.633669417,-76.1591838,225.3863068,1.420236604,21.30354906
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 13:15,2014-07-16T13:14:49Z,371016.7837,9929953.729,-0.633599785,-76.15913042,221.7211914,0.651138609,9.76707914
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 13:30,2014-07-16T13:29:49Z,371001.2137,9929946.961,-0.633660973,-76.15927033,221.9013977,1.133251438,16.99877157
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 13:45,2014-07-16T13:44:49Z,371007.4471,9929942.934,-0.633697412,-76.15921433,222.1417084,0.49582,7.437299996
Robyn Reeder,2014-07-16T05:00:00Z,AV25660,Lagothrix,Lagothrix D,7/16/2014 14:00,2014-07-16T13:58:49Z,371018.6872,9929945.981,-0.63366987,-76.15911333,219.7986145,0.776904036,11.65356054
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 14:30,2014-07-18T14:30:14Z,372103.1085,9930257.757,-0.630851893,-76.14936869,232.5360716,NA,0
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 14:45,2014-07-18T14:45:14Z,372095.4672,9930259.266,-0.630838231,-76.14943734,235.2397616,0.519493488,7.792402321
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 15:00,2014-07-18T15:00:14Z,372105.546,9930266.475,-0.63077304,-76.14934677,238.8446808,0.828165885,12.42248828
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 15:15,2014-07-18T15:15:14Z,372103.7737,9930271.321,-0.630729203,-76.14936268,242.209381,0.346103896,5.191558445
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 15:30,2014-07-18T15:30:14Z,372098.7329,9930266.031,-0.630777043,-76.14940799,244.7327578,0.488954943,7.334324145
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 15:45,2014-07-18T15:45:14Z,372094.8627,9930266.715,-0.630770851,-76.14944276,245.3936313,0.262115095,3.931726423
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 16:00,2014-07-18T16:00:14Z,372115.0483,9930402.404,-0.62954352,-76.14926111,246.5953063,9.207592341,138.1138851
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 16:15,2014-07-18T16:15:14Z,372136.8706,9930392.204,-0.629635826,-76.14906505,248.277695,1.608153103,24.12229654
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 16:30,2014-07-18T16:30:14Z,372181.0263,9930385.752,-0.629694279,-76.1486683,247.0759735,2.975986774,44.63980161
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 16:45,2014-07-18T16:45:14Z,372275.7314,9930451.097,-0.629103386,-76.14781721,254.5862884,7.688966227,115.3344934
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 17:00,2014-07-18T17:00:14Z,372433.0316,9930420.419,-0.629381194,-76.14640385,250.3805694,10.68902329,160.3353493
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 17:15,2014-07-18T17:15:14Z,372441.3632,9930429.59,-0.629298255,-76.14632897,250.1401978,0.829243698,12.43865547
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 17:30,2014-07-18T17:30:14Z,372452.2346,9930427.699,-0.629315386,-76.14623129,241.007721,0.73593819,11.03907285
Robyn Reeder,2014-07-18T05:00:00Z,AV25665,Lagothrix,Lagothrix D,7/18/2014 17:45,2014-07-18T17:45:14Z,372522.1223,9930490.439,-0.628748015,-76.14560319,243.1706389,6.281283828,94.21925742
